,tweet,label
9526,warned outbreak nipah india deadlier coronavirus,fake
1834,achieve reopen metric ready reopen necessarily complicated ultimately case-by-case decision includes factor ppe availability ability trace positive case much much,real
7759,komal mishra staff nurse hospital pune india died due coronavirus,fake
7614,_indian yoga guru baba ramdev infected coronavirus,fake
10473,president giammattei said country covid test,fake
3438,suspect happening state seen smaller dip hospital reporting may may fall within normal range adjusting hospitalization number state posted advisory note number flawed,real
5081,new guideline recommend encouraging child four masturbate,fake
8365,“ government getting wrong spent summer done ramping testing capacity ” shadow minister say reason local lockdown “ government incompetence ” kay burley,real
10101,anyone mumbai requiring plasma covid treatment please contact group people ready make plasma donation,fake
9830,india fights corona india scale another peak single day recovery active case recovered discharged past hour india consistently reporting high level daily recovery since past day,real
8170,say mike penny caught hot mic delivering empty box ppe nursing home pretended heavy,fake
3909,doctor finally admit woman get coronavirus toilet seat,fake
6094,epicentre covid19 remains america world case recorded know first two situation never late bring virus control even explosive transmission,real
2262,georgia consistently reported thousand new case day — fourth-largest number hospitalized covid patient today trailing much larger state ca fl tx,real
2246,thats bacteria virus virus alot smaller bacteria people say dont actually work people want use,fake
835,death row inmate died covid19,real
8889,_a meme claim bill gate expelled india leaving permanently disabled disabled child direct result polio vaccine,fake
4294,disney world employee realizing forgot put food goofy locked covid19 coronavirus disney magic moments,fake
432,coronavirus transmitted imported good,fake
5848,rt simple action take protect loved one prevent spread covid19 cov …,real
1173,u lab test infection covid19 using existing cdc test kit specific instruction newest protocol using cdc test visit,real
8256,rt co vid update backhand index pointing right 👉 recover last hour high level recovery india's recovery rate …,real
5461,inference projection massive step forward among many benefit projection implicitly take account local factor population density compliance anti-covid intervention read inference projection,real
9741,prince harry ordered home prince charles due coronavirus,fake
6647,india fights corona steep rising curve india recovery rate touch 78.27 total active case affected states.they also reporting close total recovered case,real
9383,rt latest co vid view report show part u seeing increase indicator used tra …,real
1193,video shared multiple facebook twitter post april alongside claim show temple india turned covid quarantine centre state government,fake
7822,try maximally transparent given wildly uneven quality data coming state site explains number table,real
2906,biggest news today got fresh total test number lacking fresh number washington state testing among smaller state situation louisiana colorado stand,real
6169,doctor including covid suspect death certificate hospital receive 18.000 brazilian reais registered covid death,fake
3595,based state report metric number people hospitalized grown new york worth noting washington state disclose number yet,real
10370,president trump misconstrued data coronavirus death sept cdc data show american died due covid estimate put death toll higher,fake
